year;state;month;number;date
2017;Piaui;Junho;193;01/01/2017
1998;Piaui;Julho;189;01/01/1998
1999;Piaui;Julho;123;01/01/1999
2000;Piaui;Julho;75;01/01/2000
2001;Piaui;Julho;337;01/01/2001
2002;Piaui;Julho;534;01/01/2002
2003;Piaui;Julho;407;01/01/2003
2004;Piaui;Julho;564;01/01/2004
2005;Piaui;Julho;445;01/01/2005
2006;Piaui;Julho;150;01/01/2006
2007;Piaui;Julho;919;01/01/2007
2008;Piaui;Julho;97;01/01/2008
2009;Piaui;Julho;302;01/01/2009
2010;Piaui;Julho;1.696;01/01/2010
2011;Piaui;Julho;864;01/01/2011
2012;Piaui;Julho;1.755;01/01/2012
2013;Piaui;Julho;361;01/01/2013
2014;Piaui;Julho;1.177;01/01/2014
2015;Piaui;Julho;690;01/01/2015
2016;Piaui;Julho;754;01/01/2016
2017;Piaui;Julho;643;01/01/2017
1998;Piaui;Agosto;711;01/01/1998
1999;Piaui;Agosto;499;01/01/1999
2000;Piaui;Agosto;415;01/01/2000
2001;Piaui;Agosto;1.133;01/01/2001
2002;Piaui;Agosto;2.28;01/01/2002
2003;Piaui;Agosto;864;01/01/2003
2004;Piaui;Agosto;1.002;01/01/2004
2005;Piaui;Agosto;943;01/01/2005
2006;Piaui;Agosto;911;01/01/2006
2007;Piaui;Agosto;3.551;01/01/2007
2008;Piaui;Agosto;290;01/01/2008
2009;Piaui;Agosto;790;01/01/2009
2010;Piaui;Agosto;4.035;01/01/2010
2011;Piaui;Agosto;1.958;01/01/2011
2012;Piaui;Agosto;3.614;01/01/2012
2013;Piaui;Agosto;1.015;01/01/2013
2014;Piaui;Agosto;2.265;01/01/2014
2015;Piaui;Agosto;2.057;01/01/2015
2016;Piaui;Agosto;1.647;01/01/2016
2017;Piaui;Agosto;1.572;01/01/2017
1998;Piaui;Setembro;1.991;01/01/1998
1999;Piaui;Setembro;872;01/01/1999
2000;Piaui;Setembro;1.099;01/01/2000
2001;Piaui;Setembro;2.401;01/01/2001
2002;Piaui;Setembro;2.475;01/01/2002
2003;Piaui;Setembro;3.399;01/01/2003
2004;Piaui;Setembro;2.662;01/01/2004
2005;Piaui;Setembro;3.136;01/01/2005
2006;Piaui;Setembro;1.618;01/01/2006
2007;Piaui;Setembro;4.078;01/01/2007
2008;Piaui;Setembro;1.472;01/01/2008
2009;Piaui;Setembro;1.709;01/01/2009
2010;Piaui;Setembro;5.392;01/01/2010
2011;Piaui;Setembro;4.402;01/01/2011
2012;Piaui;Setembro;4.479;01/01/2012
2013;Piaui;Setembro;2.311;01/01/2013
2014;Piaui;Setembro;2.536;01/01/2014
2015;Piaui;Setembro;5.828;01/01/2015
2016;Piaui;Setembro;1.394;01/01/2016
2017;Piaui;Setembro;3.422;01/01/2017
1998;Piaui;Outubro;2.586;01/01/1998
1999;Piaui;Outubro;1.438;01/01/1999
2000;Piaui;Outubro;2.558;01/01/2000
2001;Piaui;Outubro;3.742;01/01/2001
2002;Piaui;Outubro;2.757;01/01/2002
2003;Piaui;Outubro;2.332;01/01/2003
2004;Piaui;Outubro;2.144;01/01/2004
2005;Piaui;Outubro;3.263;01/01/2005
2006;Piaui;Outubro;1.443;01/01/2006
2007;Piaui;Outubro;2.331;01/01/2007
2008;Piaui;Outubro;1.83;01/01/2008
2009;Piaui;Outubro;913;01/01/2009
2010;Piaui;Outubro;3.863;01/01/2010
2011;Piaui;Outubro;1.484;01/01/2011
2012;Piaui;Outubro;2.506;01/01/2012
2013;Piaui;Outubro;1.269;01/01/2013
2014;Piaui;Outubro;1.788;01/01/2014
2015;Piaui;Outubro;4.068;01/01/2015
2016;Piaui;Outubro;2.598;01/01/2016
2017;Piaui;Outubro;3.004;01/01/2017
1998;Piaui;Novembro;424;01/01/1998
1999;Piaui;Novembro;334;01/01/1999
2000;Piaui;Novembro;450;01/01/2000
2001;Piaui;Novembro;1.484;01/01/2001
2002;Piaui;Novembro;1.174;01/01/2002
2003;Piaui;Novembro;1.248;01/01/2003
2004;Piaui;Novembro;1.798;01/01/2004
2005;Piaui;Novembro;1.599;01/01/2005
2006;Piaui;Novembro;740;01/01/2006
2007;Piaui;Novembro;939;01/01/2007
2008;Piaui;Novembro;594;01/01/2008
2009;Piaui;Novembro;1.336;01/01/2009
2010;Piaui;Novembro;1.417;01/01/2010
2011;Piaui;Novembro;825;01/01/2011
2012;Piaui;Novembro;447;01/01/2012
2013;Piaui;Novembro;640;01/01/2013
2014;Piaui;Novembro;717;01/01/2014
2015;Piaui;Novembro;897;01/01/2015
2016;Piaui;Novembro;1.126;01/01/2016
2017;Piaui;Novembro;449;01/01/2017
1998;Piaui;Dezembro;119;01/01/1998
1999;Piaui;Dezembro;74;01/01/1999
2000;Piaui;Dezembro;79;01/01/2000
2001;Piaui;Dezembro;230;01/01/2001
2002;Piaui;Dezembro;373;01/01/2002
2003;Piaui;Dezembro;459;01/01/2003
2004;Piaui;Dezembro;788;01/01/2004
2005;Piaui;Dezembro;486;01/01/2005
2006;Piaui;Dezembro;339;01/01/2006
2007;Piaui;Dezembro;317;01/01/2007
2008;Piaui;Dezembro;329;01/01/2008
2009;Piaui;Dezembro;570;01/01/2009
2010;Piaui;Dezembro;357;01/01/2010
2011;Piaui;Dezembro;362;01/01/2011
2012;Piaui;Dezembro;334;01/01/2012
2013;Piaui;Dezembro;468;01/01/2013
2014;Piaui;Dezembro;346;01/01/2014
2015;Piaui;Dezembro;626;01/01/2015
2016;Piaui;Dezembro;374;01/01/2016
1998;Rio de Janeiro;Janeiro;0;01/01/1998
1999;Rio de Janeiro;Janeiro;0;01/01/1999
2000;Rio de Janeiro;Janeiro;0;01/01/2000
2001;Rio de Janeiro;Janeiro;0;01/01/2001
2002;Rio de Janeiro;Janeiro;0;01/01/2002
2003;Rio de Janeiro;Janeiro;0;01/01/2003
2004;Rio de Janeiro;Janeiro;1;01/01/2004
2005;Rio de Janeiro;Janeiro;5;01/01/2005
2006;Rio de Janeiro;Janeiro;12;01/01/2006
2007;Rio de Janeiro;Janeiro;0;01/01/2007
2008;Rio de Janeiro;Janeiro;1;01/01/2008
2009;Rio de Janeiro;Janeiro;3;01/01/2009
2010;Rio de Janeiro;Janeiro;13;01/01/2010
2011;Rio de Janeiro;Janeiro;10;01/01/2011
2012;Rio de Janeiro;Janeiro;12;01/01/2012
2013;Rio de Janeiro;Janeiro;9;01/01/2013
2014;Rio de Janeiro;Janeiro;35;01/01/2014
2015;Rio de Janeiro;Janeiro;97;01/01/2015
2016;Rio de Janeiro;Janeiro;9;01/01/2016
2017;Rio de Janeiro;Janeiro;15;01/01/2017
1998;Rio de Janeiro;Fevereiro;0;01/01/1998
1999;Rio de Janeiro;Fevereiro;0;01/01/1999
2000;Rio de Janeiro;Fevereiro;1;01/01/2000
2001;Rio de Janeiro;Fevereiro;3;01/01/2001
2002;Rio de Janeiro;Fevereiro;1;01/01/2002
2003;Rio de Janeiro;Fevereiro;10;01/01/2003
2004;Rio de Janeiro;Fevereiro;8;01/01/2004
2005;Rio de Janeiro;Fevereiro;4;01/01/2005
2006;Rio de Janeiro;Fevereiro;7;01/01/2006
2007;Rio de Janeiro;Fevereiro;15;01/01/2007
2008;Rio de Janeiro;Fevereiro;2;01/01/2008
2009;Rio de Janeiro;Fevereiro;5;01/01/2009
2010;Rio de Janeiro;Fevereiro;73;01/01/2010
2011;Rio de Janeiro;Fevereiro;36;01/01/2011
2012;Rio de Janeiro;Fevereiro;11;01/01/2012
2013;Rio de Janeiro;Fevereiro;12;01/01/2013
2014;Rio de Janeiro;Fevereiro;116;01/01/2014
2015;Rio de Janeiro;Fevereiro;36;01/01/2015
2016;Rio de Janeiro;Fevereiro;16;01/01/2016
2017;Rio de Janeiro;Fevereiro;34;01/01/2017
1998;Rio de Janeiro;Março;0;01/01/1998
1999;Rio de Janeiro;Março;0;01/01/1999
2000;Rio de Janeiro;Março;0;01/01/2000
2001;Rio de Janeiro;Março;0;01/01/2001
2002;Rio de Janeiro;Março;1;01/01/2002
2003;Rio de Janeiro;Março;23;01/01/2003
2004;Rio de Janeiro;Março;4;01/01/2004
2005;Rio de Janeiro;Março;7;01/01/2005
2006;Rio de Janeiro;Março;8;01/01/2006
2007;Rio de Janeiro;Março;27;01/01/2007
2008;Rio de Janeiro;Março;2;01/01/2008
2009;Rio de Janeiro;Março;5;01/01/2009
2010;Rio de Janeiro;Março;10;01/01/2010
2011;Rio de Janeiro;Março;7;01/01/2011
2012;Rio de Janeiro;Março;20;01/01/2012
2013;Rio de Janeiro;Março;9;01/01/2013
2014;Rio de Janeiro;Março;38;01/01/2014
2015;Rio de Janeiro;Março;23;01/01/2015
2016;Rio de Janeiro;Março;16;01/01/2016
2017;Rio de Janeiro;Março;10;01/01/2017
1998;Rio de Janeiro;Abril;0;01/01/1998
1999;Rio de Janeiro;Abril;1;01/01/1999
2000;Rio de Janeiro;Abril;2;01/01/2000
2001;Rio de Janeiro;Abril;2;01/01/2001
2002;Rio de Janeiro;Abril;8;01/01/2002
2003;Rio de Janeiro;Abril;11;01/01/2003
2004;Rio de Janeiro;Abril;3;01/01/2004
2005;Rio de Janeiro;Abril;1;01/01/2005
2006;Rio de Janeiro;Abril;8;01/01/2006
2007;Rio de Janeiro;Abril;9;01/01/2007
2008;Rio de Janeiro;Abril;2;01/01/2008
2009;Rio de Janeiro;Abril;1;01/01/2009
2010;Rio de Janeiro;Abril;10;01/01/2010
2011;Rio de Janeiro;Abril;12;01/01/2011
2012;Rio de Janeiro;Abril;12;01/01/2012
2013;Rio de Janeiro;Abril;9;01/01/2013
2014;Rio de Janeiro;Abril;25;01/01/2014
2015;Rio de Janeiro;Abril;24;01/01/2015
2016;Rio de Janeiro;Abril;45;01/01/2016
2017;Rio de Janeiro;Abril;12;01/01/2017
1998;Rio de Janeiro;Maio;0;01/01/1998
1999;Rio de Janeiro;Maio;7;01/01/1999
2000;Rio de Janeiro;Maio;5;01/01/2000
2001;Rio de Janeiro;Maio;4;01/01/2001
2002;Rio de Janeiro;Maio;4;01/01/2002
2003;Rio de Janeiro;Maio;1;01/01/2003
2004;Rio de Janeiro;Maio;0;01/01/2004
2005;Rio de Janeiro;Maio;11;01/01/2005
2006;Rio de Janeiro;Maio;4;01/01/2006
2007;Rio de Janeiro;Maio;2;01/01/2007
2008;Rio de Janeiro;Maio;0;01/01/2008
2009;Rio de Janeiro;Maio;37;01/01/2009
2010;Rio de Janeiro;Maio;6;01/01/2010
2011;Rio de Janeiro;Maio;17;01/01/2011
2012;Rio de Janeiro;Maio;18;01/01/2012
2013;Rio de Janeiro;Maio;16;01/01/2013
2014;Rio de Janeiro;Maio;20;01/01/2014
2015;Rio de Janeiro;Maio;21;01/01/2015
2016;Rio de Janeiro;Maio;30;01/01/2016
2017;Rio de Janeiro;Maio;15;01/01/2017
1998;Rio de Janeiro;Junho;3;01/01/1998
1999;Rio de Janeiro;Junho;8;01/01/1999
2000;Rio de Janeiro;Junho;14;01/01/2000
2001;Rio de Janeiro;Junho;13;01/01/2001
2002;Rio de Janeiro;Junho;13;01/01/2002
2003;Rio de Janeiro;Junho;13;01/01/2003
2004;Rio de Janeiro;Junho;19;01/01/2004
2005;Rio de Janeiro;Junho;16;01/01/2005
2006;Rio de Janeiro;Junho;19;01/01/2006
2007;Rio de Janeiro;Junho;3;01/01/2007
2008;Rio de Janeiro;Junho;4;01/01/2008
2009;Rio de Janeiro;Junho;33;01/01/2009
2010;Rio de Janeiro;Junho;7;01/01/2010
2011;Rio de Janeiro;Junho;33;01/01/2011
2012;Rio de Janeiro;Junho;14;01/01/2012
2013;Rio de Janeiro;Junho;17;01/01/2013
2014;Rio de Janeiro;Junho;54;01/01/2014
2015;Rio de Janeiro;Junho;33;01/01/2015
2016;Rio de Janeiro;Junho;37;01/01/2016
2017;Rio de Janeiro;Junho;68;01/01/2017
1998;Rio de Janeiro;Julho;21;01/01/1998
1999;Rio de Janeiro;Julho;14;01/01/1999
2000;Rio de Janeiro;Julho;22;01/01/2000
2001;Rio de Janeiro;Julho;57;01/01/2001
2002;Rio de Janeiro;Julho;17;01/01/2002
2003;Rio de Janeiro;Julho;42;01/01/2003
2004;Rio de Janeiro;Julho;23;01/01/2004
2005;Rio de Janeiro;Julho;20;01/01/2005
2006;Rio de Janeiro;Julho;54;01/01/2006
2007;Rio de Janeiro;Julho;15;01/01/2007
2008;Rio de Janeiro;Julho;14;01/01/2008
2009;Rio de Janeiro;Julho;56;01/01/2009
2010;Rio de Janeiro;Julho;55;01/01/2010
2011;Rio de Janeiro;Julho;121;01/01/2011
2012;Rio de Janeiro;Julho;50;01/01/2012
2013;Rio de Janeiro;Julho;58;01/01/2013
2014;Rio de Janeiro;Julho;62;01/01/2014
2015;Rio de Janeiro;Julho;74;01/01/2015
2016;Rio de Janeiro;Julho;131;01/01/2016
2017;Rio de Janeiro;Julho;70;01/01/2017
1998;Rio de Janeiro;Agosto;21;01/01/1998
1999;Rio de Janeiro;Agosto;88;01/01/1999
2000;Rio de Janeiro;Agosto;34;01/01/2000
2001;Rio de Janeiro;Agosto;129;01/01/2001
2002;Rio de Janeiro;Agosto;184;01/01/2002
2003;Rio de Janeiro;Agosto;191;01/01/2003
2004;Rio de Janeiro;Agosto;74;01/01/2004
2005;Rio de Janeiro;Agosto;98;01/01/2005
2006;Rio de Janeiro;Agosto;79;01/01/2006
2007;Rio de Janeiro;Agosto;189;01/01/2007
2008;Rio de Janeiro;Agosto;19;01/01/2008
2009;Rio de Janeiro;Agosto;91;01/01/2009
2010;Rio de Janeiro;Agosto;316;01/01/2010
2011;Rio de Janeiro;Agosto;250;01/01/2011
2012;Rio de Janeiro;Agosto;72;01/01/2012
2013;Rio de Janeiro;Agosto;74;01/01/2013
2014;Rio de Janeiro;Agosto;199;01/01/2014
2015;Rio de Janeiro;Agosto;158;01/01/2015
2016;Rio de Janeiro;Agosto;241;01/01/2016
2017;Rio de Janeiro;Agosto;164;01/01/2017
1998;Rio de Janeiro;Setembro;44;01/01/1998
1999;Rio de Janeiro;Setembro;192;01/01/1999
2000;Rio de Janeiro;Setembro;16;01/01/2000
2001;Rio de Janeiro;Setembro;60;01/01/2001
2002;Rio de Janeiro;Setembro;45;01/01/2002
2003;Rio de Janeiro;Setembro;166;01/01/2003
2004;Rio de Janeiro;Setembro;205;01/01/2004
2005;Rio de Janeiro;Setembro;46;01/01/2005
2006;Rio de Janeiro;Setembro;197;01/01/2006
2007;Rio de Janeiro;Setembro;223;01/01/2007
2008;Rio de Janeiro;Setembro;132;01/01/2008
2009;Rio de Janeiro;Setembro;90;01/01/2009
2010;Rio de Janeiro;Setembro;353;01/01/2010
2011;Rio de Janeiro;Setembro;510;01/01/2011
2012;Rio de Janeiro;Setembro;172;01/01/2012
2013;Rio de Janeiro;Setembro;117;01/01/2013
2014;Rio de Janeiro;Setembro;318;01/01/2014
2015;Rio de Janeiro;Setembro;85;01/01/2015
2016;Rio de Janeiro;Setembro;195;01/01/2016
2017;Rio de Janeiro;Setembro;728;01/01/2017
1998;Rio de Janeiro;Outubro;6;01/01/1998
1999;Rio de Janeiro;Outubro;30;01/01/1999
2000;Rio de Janeiro;Outubro;25;01/01/2000
2001;Rio de Janeiro;Outubro;33;01/01/2001
2002;Rio de Janeiro;Outubro;313;01/01/2002
2003;Rio de Janeiro;Outubro;81;01/01/2003
2004;Rio de Janeiro;Outubro;26;01/01/2004
2005;Rio de Janeiro;Outubro;116;01/01/2005
2006;Rio de Janeiro;Outubro;12;01/01/2006
2007;Rio de Janeiro;Outubro;137;01/01/2007
2008;Rio de Janeiro;Outubro;42;01/01/2008
2009;Rio de Janeiro;Outubro;18;01/01/2009
2010;Rio de Janeiro;Outubro;35;01/01/2010
2011;Rio de Janeiro;Outubro;114;01/01/2011
2012;Rio de Janeiro;Outubro;163;01/01/2012
2013;Rio de Janeiro;Outubro;44;01/01/2013
2014;Rio de Janeiro;Outubro;500;01/01/2014
2015;Rio de Janeiro;Outubro;96;01/01/2015
2016;Rio de Janeiro;Outubro;30;01/01/2016
2017;Rio de Janeiro;Outubro;238;01/01/2017
1998;Rio de Janeiro;Novembro;6;01/01/1998
1999;Rio de Janeiro;Novembro;16;01/01/1999
2000;Rio de Janeiro;Novembro;2;01/01/2000
2001;Rio de Janeiro;Novembro;4;01/01/2001
2002;Rio de Janeiro;Novembro;11;01/01/2002
2003;Rio de Janeiro;Novembro;5;01/01/2003
2004;Rio de Janeiro;Novembro;49;01/01/2004
2005;Rio de Janeiro;Novembro;12;01/01/2005
2006;Rio de Janeiro;Novembro;1;01/01/2006
2007;Rio de Janeiro;Novembro;1;01/01/2007
2008;Rio de Janeiro;Novembro;0;01/01/2008
2009;Rio de Janeiro;Novembro;27;01/01/2009
2010;Rio de Janeiro;Novembro;23;01/01/2010
2011;Rio de Janeiro;Novembro;20;01/01/2011
2012;Rio de Janeiro;Novembro;13;01/01/2012
2013;Rio de Janeiro;Novembro;28;01/01/2013
2014;Rio de Janeiro;Novembro;36;01/01/2014
2015;Rio de Janeiro;Novembro;6;01/01/2015
2016;Rio de Janeiro;Novembro;19;01/01/2016
2017;Rio de Janeiro;Novembro;43;01/01/2017
1998;Rio de Janeiro;Dezembro;1;01/01/1998
1999;Rio de Janeiro;Dezembro;0;01/01/1999
2000;Rio de Janeiro;Dezembro;0;01/01/2000
2001;Rio de Janeiro;Dezembro;2;01/01/2001
2002;Rio de Janeiro;Dezembro;8;01/01/2002
2003;Rio de Janeiro;Dezembro;10;01/01/2003
2004;Rio de Janeiro;Dezembro;9;01/01/2004
2005;Rio de Janeiro;Dezembro;2;01/01/2005
2006;Rio de Janeiro;Dezembro;0;01/01/2006
2007;Rio de Janeiro;Dezembro;0;01/01/2007
2008;Rio de Janeiro;Dezembro;6;01/01/2008
2009;Rio de Janeiro;Dezembro;1;01/01/2009
2010;Rio de Janeiro;Dezembro;10;01/01/2010
2011;Rio de Janeiro;Dezembro;3;01/01/2011
2012;Rio de Janeiro;Dezembro;18;01/01/2012
2013;Rio de Janeiro;Dezembro;12;01/01/2013
2014;Rio de Janeiro;Dezembro;25;01/01/2014
2015;Rio de Janeiro;Dezembro;11;01/01/2015
2016;Rio de Janeiro;Dezembro;5;01/01/2016
1998;Rio Grande do Norte;Janeiro;0;01/01/1998
1999;Rio Grande do Norte;Janeiro;32;01/01/1999
2000;Rio Grande do Norte;Janeiro;1;01/01/2000
2001;Rio Grande do Norte;Janeiro;2;01/01/2001
2002;Rio Grande do Norte;Janeiro;4;01/01/2002
2003;Rio Grande do Norte;Janeiro;113;01/01/2003
2004;Rio Grande do Norte;Janeiro;44;01/01/2004
2005;Rio Grande do Norte;Janeiro;153;01/01/2005
2006;Rio Grande do Norte;Janeiro;93;01/01/2006
2007;Rio Grande do Norte;Janeiro;63;01/01/2007
2008;Rio Grande do Norte;Janeiro;70;01/01/2008
2009;Rio Grande do Norte;Janeiro;110;01/01/2009
2010;Rio Grande do Norte;Janeiro;32;01/01/2010
2011;Rio Grande do Norte;Janeiro;15;01/01/2011
2012;Rio Grande do Norte;Janeiro;72;01/01/2012
2013;Rio Grande do Norte;Janeiro;25;01/01/2013
2014;Rio Grande do Norte;Janeiro;34;01/01/2014
2015;Rio Grande do Norte;Janeiro;45;01/01/2015
2016;Rio Grande do Norte;Janeiro;15;01/01/2016
2017;Rio Grande do Norte;Janeiro;28;01/01/2017
1998;Rio Grande do Norte;Fevereiro;0;01/01/1998
1999;Rio Grande do Norte;Fevereiro;11;01/01/1999
2000;Rio Grande do Norte;Fevereiro;7;01/01/2000
2001;Rio Grande do Norte;Fevereiro;0;01/01/2001
2002;Rio Grande do Norte;Fevereiro;18;01/01/2002
2003;Rio Grande do Norte;Fevereiro;9;01/01/2003
2004;Rio Grande do Norte;Fevereiro;5;01/01/2004
2005;Rio Grande do Norte;Fevereiro;42;01/01/2005
2006;Rio Grande do Norte;Fevereiro;21;01/01/2006
2007;Rio Grande do Norte;Fevereiro;9;01/01/2007
2008;Rio Grande do Norte;Fevereiro;25;01/01/2008
2009;Rio Grande do Norte;Fevereiro;8;01/01/2009
2010;Rio Grande do Norte;Fevereiro;12;01/01/2010
2011;Rio Grande do Norte;Fevereiro;5;01/01/2011
2012;Rio Grande do Norte;Fevereiro;13;01/01/2012
2013;Rio Grande do Norte;Fevereiro;24;01/01/2013
2014;Rio Grande do Norte;Fevereiro;8;01/01/2014
2015;Rio Grande do Norte;Fevereiro;15;01/01/2015
2016;Rio Grande do Norte;Fevereiro;2;01/01/2016
2017;Rio Grande do Norte;Fevereiro;10;01/01/2017
1998;Rio Grande do Norte;Março;0;01/01/1998
1999;Rio Grande do Norte;Março;9;01/01/1999
2000;Rio Grande do Norte;Março;11;01/01/2000
2001;Rio Grande do Norte;Março;0;01/01/2001
2002;Rio Grande do Norte;Março;3;01/01/2002
2003;Rio Grande do Norte;Março;1;01/01/2003
2004;Rio Grande do Norte;Março;1;01/01/2004
2005;Rio Grande do Norte;Março;15;01/01/2005
2006;Rio Grande do Norte;Março;8;01/01/2006
2007;Rio Grande do Norte;Março;7;01/01/2007
2008;Rio Grande do Norte;Março;3;01/01/2008
2009;Rio Grande do Norte;Março;2;01/01/2009
2010;Rio Grande do Norte;Março;23;01/01/2010
2011;Rio Grande do Norte;Março;3;01/01/2011
2012;Rio Grande do Norte;Março;2;01/01/2012
2013;Rio Grande do Norte;Março;6;01/01/2013
2014;Rio Grande do Norte;Março;6;01/01/2014
2015;Rio Grande do Norte;Março;3;01/01/2015
2016;Rio Grande do Norte;Março;1;01/01/2016
2017;Rio Grande do Norte;Março;3;01/01/2017
1998;Rio Grande do Norte;Abril;0;01/01/1998
1999;Rio Grande do Norte;Abril;21;01/01/1999
2000;Rio Grande do Norte;Abril;16;01/01/2000
2001;Rio Grande do Norte;Abril;10;01/01/2001
2002;Rio Grande do Norte;Abril;0;01/01/2002
2003;Rio Grande do Norte;Abril;2;01/01/2003
2004;Rio Grande do Norte;Abril;3;01/01/2004
2005;Rio Grande do Norte;Abril;2;01/01/2005
2006;Rio Grande do Norte;Abril;2;01/01/2006
2007;Rio Grande do Norte;Abril;1;01/01/2007
2008;Rio Grande do Norte;Abril;0;01/01/2008
2009;Rio Grande do Norte;Abril;1;01/01/2009
2010;Rio Grande do Norte;Abril;7;01/01/2010
2011;Rio Grande do Norte;Abril;0;01/01/2011
2012;Rio Grande do Norte;Abril;4;01/01/2012
2013;Rio Grande do Norte;Abril;7;01/01/2013
2014;Rio Grande do Norte;Abril;2;01/01/2014
2015;Rio Grande do Norte;Abril;4;01/01/2015
2016;Rio Grande do Norte;Abril;0;01/01/2016
2017;Rio Grande do Norte;Abril;6;01/01/2017
1998;Rio Grande do Norte;Maio;0;01/01/1998
1999;Rio Grande do Norte;Maio;1;01/01/1999
2000;Rio Grande do Norte;Maio;3;01/01/2000
2001;Rio Grande do Norte;Maio;56;01/01/2001
2002;Rio Grande do Norte;Maio;6;01/01/2002
2003;Rio Grande do Norte;Maio;0;01/01/2003
2004;Rio Grande do Norte;Maio;2;01/01/2004
2005;Rio Grande do Norte;Maio;3;01/01/2005
2006;Rio Grande do Norte;Maio;0;01/01/2006
2007;Rio Grande do Norte;Maio;2;01/01/2007
2008;Rio Grande do Norte;Maio;0;01/01/2008
2009;Rio Grande do Norte;Maio;0;01/01/2009
2010;Rio Grande do Norte;Maio;3;01/01/2010
2011;Rio Grande do Norte;Maio;0;01/01/2011
2012;Rio Grande do Norte;Maio;14;01/01/2012
2013;Rio Grande do Norte;Maio;2;01/01/2013
2014;Rio Grande do Norte;Maio;2;01/01/2014
2015;Rio Grande do Norte;Maio;4;01/01/2015
2016;Rio Grande do Norte;Maio;1;01/01/2016
2017;Rio Grande do Norte;Maio;2;01/01/2017
1998;Rio Grande do Norte;Junho;1;01/01/1998
1999;Rio Grande do Norte;Junho;4;01/01/1999
2000;Rio Grande do Norte;Junho;8;01/01/2000
2001;Rio Grande do Norte;Junho;13;01/01/2001
2002;Rio Grande do Norte;Junho;1;01/01/2002
2003;Rio Grande do Norte;Junho;1;01/01/2003
2004;Rio Grande do Norte;Junho;2;01/01/2004
2005;Rio Grande do Norte;Junho;0;01/01/2005
2006;Rio Grande do Norte;Junho;0;01/01/2006
2007;Rio Grande do Norte;Junho;0;01/01/2007
2008;Rio Grande do Norte;Junho;0;01/01/2008
2009;Rio Grande do Norte;Junho;0;01/01/2009
2010;Rio Grande do Norte;Junho;1;01/01/2010
2011;Rio Grande do Norte;Junho;1;01/01/2011
2012;Rio Grande do Norte;Junho;5;01/01/2012
2013;Rio Grande do Norte;Junho;1;01/01/2013
2014;Rio Grande do Norte;Junho;2;01/01/2014
2015;Rio Grande do Norte;Junho;5;01/01/2015
2016;Rio Grande do Norte;Junho;4;01/01/2016
2017;Rio Grande do Norte;Junho;3;01/01/2017
1998;Rio Grande do Norte;Julho;5;01/01/1998
1999;Rio Grande do Norte;Julho;7;01/01/1999
2000;Rio Grande do Norte;Julho;5;01/01/2000
2001;Rio Grande do Norte;Julho;25;01/01/2001
2002;Rio Grande do Norte;Julho;7;01/01/2002
2003;Rio Grande do Norte;Julho;7;01/01/2003
2004;Rio Grande do Norte;Julho;5;01/01/2004
2005;Rio Grande do Norte;Julho;2;01/01/2005
2006;Rio Grande do Norte;Julho;0;01/01/2006
2007;Rio Grande do Norte;Julho;7;01/01/2007
2008;Rio Grande do Norte;Julho;0;01/01/2008
2009;Rio Grande do Norte;Julho;0;01/01/2009
2010;Rio Grande do Norte;Julho;7;01/01/2010
2011;Rio Grande do Norte;Julho;0;01/01/2011
2012;Rio Grande do Norte;Julho;3;01/01/2012
2013;Rio Grande do Norte;Julho;0;01/01/2013
2014;Rio Grande do Norte;Julho;2;01/01/2014
2015;Rio Grande do Norte;Julho;3;01/01/2015
2016;Rio Grande do Norte;Julho;13;01/01/2016
2017;Rio Grande do Norte;Julho;4;01/01/2017
1998;Rio Grande do Norte;Agosto;4;01/01/1998
1999;Rio Grande do Norte;Agosto;40;01/01/1999
2000;Rio Grande do Norte;Agosto;29;01/01/2000
2001;Rio Grande do Norte;Agosto;55;01/01/2001
2002;Rio Grande do Norte;Agosto;48;01/01/2002
2003;Rio Grande do Norte;Agosto;97;01/01/2003
2004;Rio Grande do Norte;Agosto;15;01/01/2004
2005;Rio Grande do Norte;Agosto;9;01/01/2005
2006;Rio Grande do Norte;Agosto;13;01/01/2006
2007;Rio Grande do Norte;Agosto;26;01/01/2007
2008;Rio Grande do Norte;Agosto;2;01/01/2008
2009;Rio Grande do Norte;Agosto;1;01/01/2009
2010;Rio Grande do Norte;Agosto;24;01/01/2010
2011;Rio Grande do Norte;Agosto;10;01/01/2011
2012;Rio Grande do Norte;Agosto;23;01/01/2012
2013;Rio Grande do Norte;Agosto;2;01/01/2013
2014;Rio Grande do Norte;Agosto;21;01/01/2014
2015;Rio Grande do Norte;Agosto;16;01/01/2015
2016;Rio Grande do Norte;Agosto;24;01/01/2016
2017;Rio Grande do Norte;Agosto;21;01/01/2017
1998;Rio Grande do Norte;Setembro;51;01/01/1998
1999;Rio Grande do Norte;Setembro;35;01/01/1999
2000;Rio Grande do Norte;Setembro;17;01/01/2000
2001;Rio Grande do Norte;Setembro;45;01/01/2001
2002;Rio Grande do Norte;Setembro;52;01/01/2002
2003;Rio Grande do Norte;Setembro;112;01/01/2003
2004;Rio Grande do Norte;Setembro;47;01/01/2004
2005;Rio Grande do Norte;Setembro;37;01/01/2005
2006;Rio Grande do Norte;Setembro;50;01/01/2006
2007;Rio Grande do Norte;Setembro;50;01/01/2007
2008;Rio Grande do Norte;Setembro;17;01/01/2008
2009;Rio Grande do Norte;Setembro;29;01/01/2009
2010;Rio Grande do Norte;Setembro;50;01/01/2010
2011;Rio Grande do Norte;Setembro;22;01/01/2011
